评论日期,评论者昵称,性别,所在城市,猫眼等级,评分,评论内容
2018-10-4,LiLy1990802,2,淄博,2,5,很有艺术感，情节也很不错
2018-10-4,KGY729552747,0,西安,1,0.5,没有期待的效果  结局很容易猜到
2018-10-4,Julie敏敏,0,淮安,2,3.5,演员和情节都很好，就是有点血腥
2018-10-4,联盟第一厨子,1,北海,2,3,被舍友拉去的，是一部以战国为背景的影片，从影片的独特创意来看很不错，但是前面铺垫的剧情太长，乏味，缺少层次；中期剧情发展俗套；后期完全就是个人英雄主义。对人物的刻画很成功，但是偏离现实，作为张艺谋导演的作品这部不能算作成功。
2018-10-4,猫少年呐0.0,1,黄石,2,4.5,不虚此行，张艺谋导演的作品充满了中国特色，，
2018-10-4,不讨囍.,2,佛山,1,5,没有去看😂 😂 
2018-10-4,潇湘夜雨,0,武汉,4,2.5,张艺谋的电影全玩花架子，老谋子应该称之为中国烂片王。
2018-10-4,Kirito,0,垫江,2,3.5,一般吧，画面惊艳，剧情可能是我理解不够深入
2018-10-4,雷人指南,1,北京,5,4,挺好的电影，无脑搞笑的看多了，再看这个感觉还不错
2018-10-4,三只袜子_,0,上海,3,4,所有人都低估了邓超的血条长度，到空盒子为止的剧情都蛮好猜的。其实邓超最好的结局就是带着孙俪远走高飞，沛国国力孱弱吃枣药丸，当个亡国之君有意思伐。说到底，政权更替碰上敌国外患，依靠法理上位的继承人郑恺无力驾驭军队的实际控制者邓超。寄希望于优秀的谍报系统铲除异己，却因为没有一支武力值合格的近卫军而功亏一篑。本片充分说明了党指挥枪的重要性～
2018-10-4,一顿3斤,1,洛阳,3,5,满分神作！！
2018-10-4,张永志,1,秦皇岛,1,5,场面色调超配，人心难测更牵人心！
2018-10-4,璇毛毛,2,昆明,3,3.5,还行吧！老谋子的片子，很深，再配上黑白底让人感觉很沉
2018-10-4,sJk110079307,0,桂林,2,4,还行，略有些血腥，剧情多变，人性诡变
2018-10-4,天之女,1,鞍山,2,5,挺好的，情节一环扣一环，邓超，孙俪演技很高，值得一看。
2018-10-4,Gst804166052,0,贵阳,4,2,不怎么好
2018-10-4,kccf324,1,柳州,2,5,很好看，套路深啊！
2018-10-4,热心网友辰辰吖,0,峨眉山,2,5,好看好看好看
2018-10-4,生命力---堃阳,1,北京,1,0.5,一般，特别是前部分
2018-10-4,TYN13564723052,1,合肥,4,5,还是挺有味道的一部电影，邓超只要不**，演技还是很到位的。再加上孙俪的组合确实是部好戏，反转也很多。
2018-10-4,sHR877559374,0,泗阳,4,4.5,感觉还不错，可以一看
2018-10-4,奔跑吧蚂蚁,1,吴江,4,4.5,剧情略简……视觉画面很美
2018-10-4,RHp318381246,0,沈阳,1,4.5,整体场景颜色体现水墨中国元素，糅合了舞台剧元素，非常新颖感觉。
2018-10-4,宿命,1,滑县,2,5,整部影片犹如水墨画，画面唯美，挺不错的一部电影。张艺谋还是有实力的。
2018-10-4,魔刀霸天,0,酒泉,3,5,这才叫电影，艺术
2018-10-4,远方Distance,1,三门峡,1,4,一部不错的电影
2018-10-4,青华浮梦无吟叹,0,辽阳,3,5,老谋子的电影 不错
2018-10-4,bCn836117896,0,张家港,3,4.5,景色 画面 音乐都很不错
2018-10-4,rrU973712237,0,安岳,2,5,"好看
邓超
孙俪
郑凯演的都很好"
2018-10-4,Tigerxi666,1,滨州,1,3,张艺谋的片子不会让人失望
2018-10-4,GXw465912582,0,普洱,3,4,这种片子不懂点历史  真的看不懂  挺好的 伐木累又飙演技了
2018-10-4,SWAGFUCK,1,三河,2,5,中国电影的顶尖，极致的画面，跌宕的剧情，逼真的特效
2018-10-4,叶子宝宝。,2,曲靖,3,0.5,恕我欣赏不了它的美。画面风格是挺喜欢的。内容真的一言难尽……
2018-10-4,吴大仙女。,0,铜仁,4,3.5,就看是那几个主角才订的票，还不错，
2018-10-4,永恒南渡,0,南昌,3,5,好看好看好看
2018-10-4,耶稣到我心里来,0,北京,3,3.5,唯美，残酷，但缺少大部队，好像就在演戏～耶稣救我，耶稣到我心里来
2018-10-4,j165637854,1,济南,3,4,演技不错  刚开始没什么感觉   后来发现演技不错
2018-10-4,VTS321182909,0,武穴,2,5,好看，非常好看，拍摄的非常有深度，反映了大量的元素。超哥演技爆表，娘娘巾帼不让须眉，等等的演技爆发一样给电影加分，张艺谋导演就是这么牛🐮
2018-10-4,于千喜,1,深圳,2,4.5,炸点不断 效果震撼 挺好
2018-10-4,搞手阿飞,1,齐齐哈尔,3,2.5,对人物的性格特点刻画的不是很好
2018-10-4,吴亚军743,0,海口,4,0.5,烂的无可救药
2018-10-4,ihs8711,0,中山,3,4.5,水墨风很美，超哥演技👍👍👍
2018-10-4,wq950603,0,成都,2,4,演员的演技没的说~太棒了~就是剧情很扯~
2018-10-4,stay丶宁缺,0,重庆,2,4.5,遗憾的结局 为什么不拍完。。。。好评！
2018-10-4,CCP973114577,2,长春,2,5,好看，超哥正经起来很棒的
2018-10-4,喀拉哈里,1,青岛,3,5,一直沉浸在水墨中国风中！色彩大师张艺谋实力！邓超惊艳！孙俪很稳！可以！
2018-10-4,Carrie0323,0,广州,4,3,无聊，实在不懂欣赏
2018-10-4,有钱人于波,1,天津,2,0,烂片，张义谋自以为艺术家，烂片王。
2018-10-4,那些哥哥好奇怪呐,0,呼和浩特,2,5,棒棒哒(๑◝ᴗ◜๑)
2018-10-4,maxuefei140,0,西安,2,5,Nice！水墨风很美，剧情各种反转
2018-10-4,EMN951363388,0,福州,4,4,还值得一看吧
2018-10-4,空在其中,2,营口,4,5,张艺谋导演拍的太有艺术感了，鹬蚌相争，渔翁得利体现的淋漓尽致。
2018-10-4,红鲤鱼,0,海城,2,5,好看极限反杀
2018-10-4,chiu1119,0,武汉,3,2.5,张大师的装置艺术、画面呈现没得挑，可惜剧情弱，故事节奏慢…这部戏适合做成纪录片，而不是电影。
2018-10-4,EGz438997951,0,西安,2,5,构图，色彩充满水墨画风格。剧情一般，特效不错
2018-10-4,_qqm8d1437098736,0,江门,3,4,画面感超赞，就是剧情有点……
2018-10-4,Dion,1,费县,4,2.5,回勇是不存在的，没像骂长城一样骂已经是给足了面子，国师在其令人叹为观止的奇观化想象上又更进了一步，沛伞和八卦阴阳船的设计匪夷所思得令人咋舌，所谓阴阳美学噱头十足，却没看出实体化后的完成度有多高。
2018-10-4,水墨丹青,0,贵阳,2,4.5,很棒的一部电影，不愧是国际大导演，大气，又有深意！
2018-10-4,程先生,1,常州,4,0.5,真的白瞎了几个演员，题材太黑暗，不喜欢，一分都嫌多。
2018-10-4,rSV854631427,0,杭州,3,5,邓超一人分饰两角演技在线 孙俪情绪很抓人
2018-10-4,洪雨大大,1,成都,2,3.5,看不是，很懂
2018-10-4,汪。。。。,0,昆明,3,5,刺激。。。。。。
2018-10-4,C位的谢存浩,0,青岛,3,3,残忍，暴力，无意义且无趣。这是对《影武者》的一次拙劣的模仿。太过血腥，建议小朋友们不要去看。中国必须要有分级制度。
2018-10-4,三岔口786,1,东莞,2,3,这个片子有点翻拍黑泽明的意思，很符合老谋子风格，场面画面壮观，内容空洞，超哥孙俪夫妇演技还过得去，胡军不用说了老戏骨主要戏份太少了，郑凯和关晓彤真不行
2018-10-4,biw408095245,0,南京,1,5,一般般吧，郑恺的演技还是稍微差了一点，
2018-10-4,zxy53462610,2,抚顺,4,4,张艺谋的电影就是这么的好看
2018-10-4,巅峰,1,福州,3,3.5,没有想象中的好看
2018-10-4,向日葵DY,2,北京,2,4,就是太多不合理的地儿，比如，那么大雨，脸上都没雨，太别扭了
2018-10-4,遇见最好的自己yn,0,上海,4,4.5,演员我给九分，其余的没什么感觉，近期上的电影觉得都很一般
2018-10-4,gongzheng0623,1,潍坊,3,5,全程睡着了，不过应该挺好看的，好评好评，超赞的
2018-10-4,Lo,0,广州,5,5,"不得了不得了，关晓彤都演技在线……还说了全片最触动我的台词“竟敢让我做妾”。
非常好看"
2018-10-4,唯唔唲,2,齐齐哈尔,3,5,很有意境，从头到尾黑白水墨色
2018-10-4,病姑娘进城了,0,阿克苏,2,5,"如梦如幻权利巅峰
疼痛刀绞"
2018-10-4,_qq5f71361984219,2,上海,1,5,电影很好看。
2018-10-4,我的八音盒,2,哈尔滨,3,4,水墨画布景，中国风背景乐，一切都在演绎着一场关于影的戏剧。邓超孙俪郑凯郑恺关晓彤的演出很惊艳，演员没的说。只是剧情感觉还缺了点什么……
2018-10-4,简单生活,0,天津,3,3.5,电影很张艺谋……表示看不懂😂
2018-10-4,没什么大不了,1,邓州,3,5,超哥演技爆棚
2018-10-4,McK13146689052,0,北京,4,3.5,这部电影唯一让我印象深刻的是水墨画的表现手法，“影”本为阴暗角落之物，全篇水墨给人以心灵的压抑，最后暴力血腥场面淡淡地红色让主人翁由暗转明，通篇不断地反转，反映了人性的自私和贪婪
2018-10-4,小生Jun,0,苏州,2,3.5,意境感官。不体会。不看也罢
2018-10-4,Silvia 🍊🍊,2,深圳,3,1.5,太血腥了，故弄玄虚，故作深沉，其实编剧得非常差且肤浅
2018-10-4,星子leslie,0,长沙,2,2,说真的 真的不好看
2018-10-4,stone_white,0,天津,4,3.5,"（有剧透）
画面很美，黑白水墨，虽然没完没了的雨水让人觉得压抑，但这正是电影需要的效果。
超哥，只要不演喜剧，水准还是在线的。鲜肉鲜花基本属于本色出演，无功无过，三石弟弟那一刀真是让人心碎。
唯一的遗憾是节奏不太好，头重脚轻，前半部引而不发，到了后半部却有一些崩坏的感觉，逻辑上不再严谨，深居宫中的长公主像偶像剧一样出现在绝密敢死队的绝密任务中，而心机颇深的一国之主敢不留死士在身边护卫。
看张导这些年的作品，觉得他对中国历史文化的感受越来越深，也慢慢的找到了触发的点，只是不够自信，或者还欠火候。"
2018-10-4,ekai9730,1,武汉,2,4,邓超分饰两角很不错，就是和孙俪一起演没有新意！
2018-10-4,哈哈,0,长沙,4,5,好看，光看画面与营造的意境就值了，中国电影越拍越好！这个国庆几部大片都不错，除开烂片《胖子》，千万别看《胖子》浪费钱
2018-10-4,哇咔咔咔咔咔咔卡,0,廉江,4,5,这部影片很好看
2018-10-4,盖世饼干,0,鞍山,2,5,郑凯演技变强了，邓超真的厉害
2018-10-4,hiroBYkjj,2,上虞,1,4,还不错，全片黑白色调略压抑
2018-10-4,超YWC22,0,广州,1,5,不错不错👌
2018-10-4,fu,0,广州,1,3.5,拍摄很中国山水水墨风，唯美飘逸，但也血腥，结局多次反转却让人感觉有点怪怪的！
2018-10-4,低价流量特卖！！,0,阜阳,2,5,好看，飚血飚的真牛逼
2018-10-4,yoyoyo～885,2,深圳,2,2,昨天看完的，不覺得怎麽樣，看之前期待值還不錯，看完之後真的想給差評
2018-10-4,BCAWL,0,安康,3,5,吴磊最帅，奔着吴磊去的
2018-10-4,tow莞尔,0,黔南,1,4.5,好看！！值得
2018-10-4,sMo131413771,0,漯河,2,4,电影画面感很好，水墨画版的
2018-10-4,梁茜976,2,徐州,3,5,果然是老谋子的电影，视觉效果太震撼，个人觉着郑恺和关晓彤的演技又上了一个台阶！
2018-10-4,极尊堂中药,2,南昌,1,5,老乡的另一风格电影，必须支持
2018-10-4,VsM856396522,0,邯郸,3,5,画面太美了，震撼人心。剧情紧凑
2018-10-4,_qqv4z1440609967,0,西安,1,4,好看好看看看
2018-10-4,318花花,0,蚌埠,2,5,超哥棒棒哒！画面感非常震撼，好看好看
2018-10-4,笔记诺言,0,阳江,2,2.5,真的不好看，估计是我不喜欢看这类型的
2018-10-4,听风的岁月,0,阳江,3,4.5,充满着悬念的一部电影。
2018-10-4,北北糖,0,东海,2,5,不错👌👍
2018-10-4,kVU881268192,0,北京,3,2.5,额，可能是我看不懂张导的电影吧，但是邓超和孙丽演的是真好。
2018-10-4,豆角煮土豆,2,顺德,3,0.5,影院就我一个人，太怕了！坐下来就走了。我怕自己阳气不足在乌黑的影院招来啥
2018-10-4,仁川CC,0,南宁,2,5,好看好看好看好看好看好看的
2018-10-4,SCQ442843052,0,南京,3,5,老谋子拍这种类型电影，功力依然深厚，好评
2018-10-4,阿莫西林hu,2,商丘,1,4.5,不得不说邓超演技真的很棒，真的演出了两个人的感觉，演技没得说。是个好演员，就是不适合做导演！
2018-10-4,你王大哥,2,辉县,4,5,好看，邓超孙俪演技一级棒！张艺谋导演一级棒！
2018-10-4,monologue0101,2,普兰店,3,4.5,哭了孙俪太好看了
2018-10-4,xcb296040837,0,北京,2,0.5,差点没看睡着了，中途退场，没坚持看完。浪费时间，浪费钱。
2018-10-4,HPi888249040,0,肥西县,3,5,个人觉得这片子挺不错
2018-10-4,TrouBles6,0,余姚,2,5,好看。。。。
2018-10-4,cIa748917786,0,江油,2,3,一般一般一般
2018-10-4,Crystal.zuo,2,宜昌,2,5,好看，喜欢中国元素
2018-10-4,Sob473796121,0,安庆,2,5,开放式结局，给人留有悬念。不错
2018-10-4,A.,1,博兴,1,5,相当完美，没啥好说的了
2018-10-4,iayunuo,1,包头,2,3,画面很美，有水墨画的感觉，剧情略奇葩，结尾有点尬
2018-10-4,洋货老毕:英美发音教皇,0,济南,3,3.5,a typical 张艺谋 style production combining strong traditional elements with striking dramatic conflicts and bloody scenes. 
2018-10-4,DjA138457610,0,深圳,3,4.5,很张艺谋的电影，故事情节环环相扣……结局让人觉得故事还没完……
2018-10-4,朱先生家的小仙女,0,马鞍山,2,5,还蛮好看的。
2018-10-4,hnz13324562069,2,西安,1,3,真心看不懂。
2018-10-4,张承思,2,呼和浩特,1,5,不说啥，黑白搭调以及后期的微暴力的场面完美
2018-10-4,Rhl868579518,0,泰兴,3,5,我感觉很好看
2018-10-4,$,1,深圳,2,4.5,😃 好看，战斗方面有槽点，其他很棒
2018-10-4,Legend8313,1,舟山,4,4.5,山水自成画 除了略略压抑 演员都很给力 孙俪的神情真的棒极了 关晓彤也没有尬 画风很喜欢 融身于自然 自然融合于水墨 超级美
2018-10-4,uow982850019,0,北京,2,3,感觉一般般吧 没什么太吸引人的
2018-10-4,Jolin铱,0,贵阳,2,5,剧情还不错。孙俪邓超棒棒哒
2018-10-4,JaU729250515,0,牡丹江,2,4,还是影院问题，画质真的不咋地中影中数我是真的不会再去了，看的模模糊糊的好累眼睛
2018-10-4,JgS527359368,0,辽阳,2,2,演员一直朗读台词，前期无感情，真是可惜了，邓超付出这么多 排的还这么烂。对张艺谋特别失望，演不出我想看的情节 墨风不是死板套用黑白色调
2018-10-4,HcB259056606,0,连云港,2,4,还是很好看的，水墨画的摄影艺术，意境很好
2018-10-4,zJT605730893,0,商城县,1,4,感觉还可以这个样子
2018-10-4,豆丁乖,1,郑州,4,3.5,张艺谋在造型美学上的又一次节点式作品，这次是从颜色、到打斗、到内核设计、到阴阳相承各个层面上的又一次“中国体系”，从某种程度上来说，讲的也是复制品的政治。
2018-10-4,tvxq_vanessa,2,岳阳,1,4,影院屏幕小了还是怎么  英文字幕挡了一半  电影还是拍的很漂亮的   内核差那么一点点
2018-10-4,左手温暖175,2,济南,3,5,挺好，演技绝
2018-10-4,hly19930212,2,吉林,2,5,挺好看的，就是结局有点没明白
2018-10-4,KaM889762592,0,安顺,3,2.5,带着很大希望看，剧情一般，演员的表演也很一般，唯一可圈可点的是电影的画面，这也是老谋子的强项，总之就是没什么惊喜可言
2018-10-4,DIY二密镇,0,广元,3,4,阔以比较深奥
2018-10-4,RQL1987,1,淮南,2,4.5,故事讲的很精彩，节奏紧凑一环扣一环，画面色彩音乐造型各方面都不错，唯独个人感觉最后那个反转有些多余了，直接静州官拜大都督画面定格影片结束，整个故事非常圆满利落干脆。但最后这个反转就好比留了个尾巴，静州称王，那田战呢，二者会达成某种默契还是继续互相提防算计呢……
2018-10-4,13626798771,0,台山,3,0.5,什么4D？只是在座椅下装个低音炮而已，和普通影院没有差别，骗钱的。
2018-10-4,wangrui.777,0,济南,3,3,就像气质普通 长相一般的女孩画了个烟熏妆
2018-10-4,黑狗,1,汕尾,2,0.5,演员差评。。
2018-10-4,草蕹京,0,昆明,3,5,好看，绝对五星
2018-10-4,此用户是个帅哥喔,1,杭州,2,4,怎么说呢？只能说不是喜欢看的电影吧。全是戏
2018-10-4,难以启齿的柔弱,0,温岭,2,0.5,难以琢磨，剧情太少，动作场面太少
2018-10-4,irises334,2,成都,2,3,画面好看。。。
2018-10-4,青涩的苹果123,2,珠海,3,3,其实有些失望 邓超一人两个角色扮演的不是那么完美（可能是因为我对比了陈坤之前的一人两个角色的原因）孙俪的演技还是不错 而郑恺 哎 果然是演戏 为了演戏而演戏
2018-10-4,心中的泉,0,石家庄,3,5,气势恢宏，情节曲折，画面震撼，好看
2018-10-4,曹怡姒,0,南充,2,4,还是很好看的，配色很有感觉
2018-10-4,孔明带住你地去蒲,1,广州,5,4.5,结局耐人询问
2018-10-4,MYQ604867051,0,广州,3,1.5,恢宏的场面，空洞的剧情。让我想起无极。
2018-10-4,Monster_J,1,富阳,4,0.5,这年头靠点中国风，讲点人性就能算是好电影了吗，无语了，再也不会看张艺谋的烂片了。
2018-10-4,KYd752305933,0,济南,3,0.5,什么鬼 不好看
2018-10-4,坏中尉、,0,新津县,1,3,前半小时看睡着了，画面色彩真的让人想睡
2018-10-4,陌十九,0,邢台,2,5,演技爆棚 好看
2018-10-4,gGS691350594,0,成都,2,3.5,给7分的原因是看完总觉得故事结构简单了一点 看到后面都猜到发展了 标准的张艺谋式电影 喜欢的会接受 不喜欢的看不下去
2018-10-4,hHP239250360,0,启东,2,5,比较深奥，有内涵
2018-10-4,如来不知有观音吗,1,长沙,3,5,老谋子总有新意，不错啊。。。。。。
2018-10-4,Eric,1,西安,3,4,写意的水墨风格独树一帜，内敛克制不炫技。故事简而有味，最后二十分钟高潮迭起，国师正常发挥就很值得一看了。
2018-10-4,小虐虐虐,1,沈阳,2,5,好看谢谢大队
2018-10-4,LGG402004077,2,北京,3,4.5,好看的电影，推荐啦！灰白黑的光影，唯美的书法背景，更有超棒的演员尤其是邓超级棒啊！
2018-10-4,iXY110596921,0,高碑店,2,5,确实是张艺谋最出彩的电影，值得致敬
2018-10-4,NwB878530230,0,淮南,2,4,真的值得一看
2018-10-4,baby20071228,2,绍兴,4,3,很沉闷，阴谋。
2018-10-4,conglixu,0,深圳,2,2.5,太血腥，社会意义不强
2018-10-4,玲玲丫丫家,0,延边,2,5,很棒的一个电影
2018-10-4,吴思行,2,海口,3,5,不论票房怎样，影评怎样，反正我喜欢。
2018-10-4,龙阿鑫,0,盐城,2,5,张艺谋的影从演员到配乐到剧情简直完美好看！
2018-10-4,WJN · 柠,2,普兰店,1,2.5,"总得来说，视觉还可以，但是声音太恶心了。
刀捅进血肉里的声音，快死的人还吐血泡泡，咕噜咕噜咕的的声音"
2018-10-4,dxh834582995,0,兖州,3,5,买票以后，结果要加班。。。。。没来得及去，又买了一张才看的。邓超演技巅峰吧。。
2018-10-4,沐风,1,临泉县,2,4.5,像画一样美，剧情也可以
2018-10-4,宁缺毋滥哈哈,0,芜湖,2,4.5,好看，值得一看！
2018-10-4,uUP216174954,0,大足区,2,5,看老戏骨飙戏就是爽。孙俪最后那个眼神表现得真是绝了。从害怕慌张到冷静，然后若有所思。小鲜肉谁做的到
2018-10-4,村东头的小芳,0,沈阳,3,4,故事还是挺老套的，景取得很好，画质感人
2018-10-4,Angle轩月,0,莱西,3,5,不错的，勾心，烧脑
2018-10-4,cwS270058689,0,广元,2,4.5,中国唯美画风
2018-10-4,qil381287668,1,即墨,2,2.5,演员的演技一般，没有气氛，剧情一般般，主要是冲着孙俪的演技去看的，不是很推荐。
2018-10-4,酱酱最淘气,0,成都,4,3,生动滴讲述一个故事 螳螂捕蝉黄雀在后在后在后在后………………😂依然带着 黑泽明 电影的韵味请产考《影子武士》
2018-10-4,鼓冬儿,0,任丘,2,3.5,很有中国元素！挺一个！赞
2018-10-4,QCf763874059,0,东莞,3,5,最爱看武侠片，有创新，值得鼓励。从斜坡下来的沛伞真震撼。结局有点像古龙式的小说，貌似还可以拍续集。
2018-10-4,huani0511,2,深圳,2,5,情节和画面感都不错
2018-10-4,Bhw736072996,0,仙桃,2,0.5,张导的电影是去拿奖用的  不是用来卖票房的，艺术性空前的强 这是拿奖的必备条件，对于我们这些凡夫俗子来说，实在看不懂，不过我相信凡人永远比艺人多得多 ，所以不懂艺术的千万别看，因为看不懂，懂艺术的一定要看，因为那是一种境界!
2018-10-4,PIM381657484,0,湛江,2,5,真的特别震撼，完美的水墨画风，诠释了人性的贪婪与无奈，邓超60天内先增重20斤又减肥40斤，那枯槁的体型真的让人心疼...
2018-10-4,木子,0,北京,3,4,水墨色调渲染气氛很好，这次选角算是合理，阴柔的、腹黑的、看似聪明的、直来直往的，逃不开演员本人的个性。整部电影血腥味有些重，成人世界尔虞我诈、机关算尽的权谋游戏，即便不见血也必定不会毫发无损。螳螂捕蝉黄雀在后的历史故事实在太多，将错就错的历史结局也不少见，总之，留到最后的才是一时的胜者，只是一时，因为另一段阴谋马上机会开始。
2018-10-4,管斌啊,0,南京,3,4.5,能看，还行。
2018-10-4,AXIZH,0,西安,2,5,横刀立马张千载，客船夜到钟半声。影子走上台面的时候，正是天道人心冲撞出火花的那一刻。结局的血腥将人性的本色渲染到极致。真假都督，真假君臣，真假夫妻，都是光天化日下倾盆大雨的冲刷下纤毫毕露。
2018-10-4,_qqvs21424312177,0,淮安,3,4.5,还不错，结局反转
2018-10-4,papatrick,1,温州,4,4,画面很美，很血腥。剧情感觉一般
2018-10-4,与琴共舞2013,2,呼和浩特,3,4,很是惊讶，为邓超点赞，还有娘娘点赞
2018-10-4,KiraKing123,0,太原,3,5,画风清奇  不错
2018-10-4,染酒°,0,永州,1,4,       没有谁会一直是人生的主导者，不要轻视你身边的任何人，可能最后的胜利者会在你的意料之外。邓超饰演的影子的确很让人经验，除此之外，电影的画风很令人惊艳，总体感觉不错(*๓´╰╯`๓)♡
2018-10-4,喬小恬:),0,辽源,4,5,好看哇，很美，嘻嘻嘻开心！
2018-10-4,雪海shamily,0,广州,1,5,这种风格也发挥到了极致，整个布景，画面，都有种墨水画的美感。两个邓超演技也很给力，看得挺过瘾的，除了画面有点血，个别镜头得闭眼睛看，其他都是不错的！
2018-10-4,xuanbin521,1,中山,5,4.5,画面很美，剧情紧扣，国师张导的水准还是很给力！视觉盛宴！
2018-10-4,PQr851962953,1,新乡,1,0,不知道电影的主旨是什么？
2018-10-4,何大大hkw,0,三亚,3,5,有艺术有内涵
2018-10-4,rainzj07,2,福州,2,4,居然很多人说看不懂，我觉得还可以吧，故事完整性ok，后半部比较紧凑，整体水墨画色调，还有琴瑟所以显得有些拖拉，但是这就是体现出该有的调调，还是推荐的！对了，后半部分真的是反转反转再反转还是蛮精彩的吧。
2018-10-4,Jxh546400331,0,苏州,4,4,比较不错啊哦额
2018-10-4,vWM581365171,0,资阳,2,5,太太太好看了！！！！强烈推荐，真的是一部反转反转再反转的电影，棒呆棒呆！！！
2018-10-4,Bzj496578887,0,上海,2,3,一般般。无新意。
2018-10-4,苏認燃,1,宝应,2,5,剧情精彩刺激，演员表演优秀
2018-10-4,eternal,1,南昌,2,5,@血溅三里-
2018-10-4,佘翼,0,辽阳,2,3.5,我很喜欢画面
2018-10-4,JasperJi,1,西安,3,4,无双也看了，国庆双雄吧。二者故事都不错，风格不一样而已。
2018-10-4,hello一xuli,0,新洲区,3,4,还好，中间睡着了，可能是太累了吧。
2018-10-4,TOOTHLESS,0,肇庆,2,3,还行，画面很美，剧情很秀
2018-10-4,元瑨,1,天津,4,4.5,不错，水墨画面质感很好，剧情有反转，很棒！
2018-10-4,LLj226769431,0,合肥,2,4,片子还不错，老谋子的作品，贯用艺术手法，故事情节震撼，但场景偏窄，值得一观。
2018-10-4,PUM392975532,0,抚州,3,4.5,剧情稍慢，但画面很美，剧情也不错，值得一看。
2018-10-4,闫雪勇,0,保定,2,5,非常好！画面加配乐非常好。
2018-10-4,雨露9988,0,潜江,4,4,好看，拍的精彩
2018-10-4,l_m_y,0,邯郸,2,4.5,"没有真身，也可以有影子。
中国水墨风，有意境。"
2018-10-4,GMd288827469,0,长春,2,4,演员很赞，情节一般吧
2018-10-4,hsc192593,0,南宁,2,5,哈哈，什么嘛看不懂
2018-10-4,取个名好难嘿,2,北京,2,5,冲着演员和导演看的，视觉效果好
2018-10-4,李家三少,1,北京,2,0.5,太次了，没法看
2018-10-4,重提过往,2,许昌,3,5,"刚看了《影》
旁边那个人觉得没什么看的，无聊。
我觉得，真的好厉害啊。每个镜头都给出了不一样的感觉，作为节奏偏慢的电影但每个点都踏在节奏上。反转剧情在国内相对比较少，这个片子做得很好。没有很多片子惯有的bgm带动感情，演员比较成熟，整体演技感觉比较震撼。开放式结局，但也是悲剧式结尾。水墨画风格也很好，可能是个人理解吧，有点地方过于灰暗我反而觉得是增色，表达了人物内心，也掩饰了血腥镜头。有生之年我要能拍出这种影片，我觉得真是死而无憾了[doge]"
2018-10-4,GhY362312372,0,昆明,3,0,有事情，又不给退票，看都没去看
2018-10-4,AEo833238808,0,吴忠,2,2.5,一般 一般   色彩很好！
2018-10-4,AIA孙雪🌏MDRT*4(渴求优秀人才),0,南京,3,2.5,不好看，也就是画面比较唯美
2018-10-4,今日何日兮,1,海阳,1,3.5,还好吧。。。
2018-10-4,Lol225595778,0,天津,2,4,我是冲着这几个演员看的。我好像不太喜欢这样的电影。
2018-10-4,寶爺816,1,淳安,3,3.5,没那么好看，一般
2018-10-4,笑声清粹,2,临安,1,5,还不错，没有人是别人的影子，做自己
2018-10-4,TaylorZM,0,铜陵,1,4.5,邓超演的都督子虞吓到我了，好老好猥琐，权谋心计，困于斗室，运筹帷幄。还有郑恺演的王，一开始不看好，总觉得还是跑男里戏剧搞笑的味道，但看到后面人物刻画得入木三分，并不是胆小懦弱的王，而是有野心能隐忍的王。影子最终取代了真身。孙俪的情感层次也很分明，哭戏真的是一流的。
2018-10-4,CZQ52577662,0,大连,3,4,冲着孙俪去的……
2018-10-4,杨绍伟mx,1,张家口,2,5,很不错，跌宕起伏
2018-10-4,Fyi530650528,0,南京,3,5,很不错的电影，看起来很好。
2018-10-4,AfOVIAS,0,沈阳,4,5,不敢保证能给你满分
2018-10-4,ML1181732109,0,梧州,2,5,总体还OK吧，就是有点旧
2018-10-4,魔法小及,0,吉林,3,5,我觉得ok的👌🏻
2018-10-4,黑眼圈哥哥啊,0,昆明,2,4,挺不错的，虽然没有期待的那种大场面的战争，但人物刻画的很入味。
2018-10-4,九天箭神2016,1,贵阳,4,5,张艺谋第一部成功的商业大片，值得推荐！
2018-10-4,heT485731693,0,上海,2,4.5,不错，赏心悦目，有点暴力
2018-10-4,鸿超准涟漪,0,新郑,3,5,水墨画 宫斗戏 尬舞团 高科技
2018-10-4,丘比特,0,东莞,2,5,水墨电影   赞赞
2018-10-4,一飞,0,石家庄,3,4,挺好看的，结尾很不错
2018-10-4,田JT,1,天津,2,4,水墨风格，刚开始看很吸引人。再看就显得主题热点有点压抑，
2018-10-4,夜的辉煌,1,东海,4,3.5,看着有点烧脑，你坑我我坑你，最后影子获利
2018-10-4,DaddyChou,1,南京,2,4.5,还不错，画面很美
2018-10-4,ZZ,0,武汉,4,4.5,画面质感、故事些许峰回路转，逻辑也对，近期佳作！
2018-10-4,wach101,0,唐山,2,4,还行吧，看的时候有点犯困(இдஇ; )
2018-10-4,euN546129629,0,南宁,3,0.5,呕吐...看的我睡着
2018-10-4,zmC422995441,0,郑州,2,4,美轮美奂的黑白视觉，除了血腥场面太吓人，太真实，接受不了，剧情也是不错滴
2018-10-4,请叫我妍爷,1,重庆,1,4.5,果然是张大导演的电影
2018-10-4,wFt850736266,0,昆明,3,5,还行，看着有点小压抑
2018-10-4,HLE849684295,2,阜阳,3,5,视听盛宴，老谋子还是老谋子，邓超又一次展现了炸裂的演技，影帝预订！
2018-10-4,ziu414422338,0,东莞,4,2,不好看．差平，
